Department,Module Code , Title,Credits,
Politics and Public Admin,CW4002 , EMPOWERMENT AND LIFE SKILLS,12,
Politics and Public Admin,CW4003 , ACTIVE LIVING,15,
Politics and Public Admin,CW4004 , LEADING AND SUSTAINING COMMUNITY CHANGE,15,
Politics and Public Admin,CW4011 , PERSONAL DEVELOPMENT,15,
Politics and Public Admin,EC6702 , ECONOMIC POLICIES OF THE EUROPEAN UNION,9,
Politics and Public Admin,EI5011 , THE THEORY AND METHODOLOGY OF THE STUDY OF INTEGRA,9,
Politics and Public Admin,EI5032 , DISSERTATION,30,
Politics and Public Admin,EI5042 , CENTRAL AND EASTERN EUROPE,9,
Politics and Public Admin,HP4002 , PUBLIC ADMINISTRATION FINAL YEAR PROJECT 2,6,
Politics and Public Admin,HP4057 , EUROPEAN STUDIES PROJECT SEMINAR,6,
Politics and Public Admin,HP4108 , PUBLIC ADMINISTRATION PROJECT,6,
Politics and Public Admin,HP4127 , FINAL YEAR PROJECT 1 (POLITICS AND INTERNATIONAL RELATIONS),6,
Politics and Public Admin,HP4128 , FINAL YEAR PROJECT 2 (POLITICS AND INTERNATIONAL RELATIONS),6,
Politics and Public Admin,IL5011 , RESOURCES AND DEVELOPMENT,9,
Politics and Public Admin,IL5021 , RESEARCH METHODS,3,
Politics and Public Admin,IL5031 , RESEARCH METHODS,9,
Politics and Public Admin,IL5032 , AMERICAN FOREIGN RELATIONS,9,
Politics and Public Admin,IL5052 ," ORIGINS, DEVELOPMENT AND RESOLUTION OF CONFLICT",9,
Politics and Public Admin,PA4001 , INTRODUCTION TO PUBLIC ADMINISTRATION 1,6,
Politics and Public Admin,PA4002 , RESEARCH DESIGN FOR HPSS,6,
Politics and Public Admin,PA4003 , ISSUES AND CONCEPTS IN DEVELOPMENT,6,
Politics and Public Admin,PA4004 , WORKING FOR THE 21ST CENTURY,12,
Politics and Public Admin,PA4005 , SEMINAR SERIES IN SUSTAINABLE DEVELOPMENT (ONLINE),6,
Politics and Public Admin,PA4007 , CAREERS AND INFLUENCE IN PUBLIC LEADERSHIP: MINISTERS AND CIVIL SERVANTS,6,
Politics and Public Admin,PA4008 , PUBLIC POLICY AND THE ENVIRONMENT,6,
Politics and Public Admin,PA4011 , THE CIVIL AND PUBLIC SERVICE,6,
Politics and Public Admin,PA4012 , PARA,6,
Politics and Public Admin,PA4013 , LOCAL GOVERNMENT,6,
Politics and Public Admin,PA4017 , SUB NATIONAL GOV. IN EUROPE:CHALLENGE AND CHANGE,6,
Politics and Public Admin,PA4018 , THE PUBLIC POLICY PROCESS,6,
Politics and Public Admin,PA4021 , IDEAS AND CONCEPTS IN PUBLIC ADMINISTRATION,6,
Politics and Public Admin,PA4022 , INTRODUCTION TO PUBLIC ADMINISTRATION II,6,
Politics and Public Admin,PA4023 , LEADERSHIP FOR THE 21ST CENTURY,6,
Politics and Public Admin,PA4027 , FYP RESEARCH METHDOLOLOGY WORKSHOP,6,
Politics and Public Admin,PA4037 , PUBLIC ADMINISTRATION AND SOCIAL JUSTICE,6,
Politics and Public Admin,PA4038 , PUBLIC ADMINISTRATION IN DEMOCRATIC STATES,6,
Politics and Public Admin,PA4047 , COMPARATIVE PUBLIC POLICY,6,
Politics and Public Admin,PA4048 , DECENTRALISATION AND DEVELOPMENT,6,
Politics and Public Admin,PA4058 ," CIVIL SOCIETY, CIVIC ENGAGEMENT AND PUBLIC ADMINISTRATION",6,
Politics and Public Admin,PA4067 , PUBLIC ADMINISTRATION AND LEADERSHIP FINAL YEAR PROJECT 1,6,
Politics and Public Admin,PA4068 , PUBLIC ADMINISTRATION AND LEADERSHIP FINAL YEAR PROJECT 2,6,
Politics and Public Admin,PA5002 , COMPARATIVE PUBLIC ADMINISTRATION,9,
Politics and Public Admin,PA5003 , COLLABORATION AND LEADERSHIP FOR THE WORKPLACE AND BEYOND,6,
Politics and Public Admin,PA5011 , PUBLIC POLICY ANALYSIS: THEORY AND METHOD,9,
Politics and Public Admin,PA5012 , LOCAL GOVERNMENT,9,
Politics and Public Admin,PA5013 , PARTNERSHIP AND GOVERNANCE,9,
Politics and Public Admin,PA5021 , COLLABORATIVE GOVERNANCE AND LEADERSHIP (ONLINE),9,
Politics and Public Admin,PA5022 , Dissertation,30,
Politics and Public Admin,PA5032 , ENHANCING CRITICAL AND INNOVATIVE THINKING AND PROBLEM SOLVING,6,
Politics and Public Admin,PA5101 , RESEARCH METHODS FOR PRACTITIONERS,9,
Politics and Public Admin,PA5102 , PARTNERSHIP SKILLS,9,
Politics and Public Admin,PA5201 , INTERNATIONAL SUMMER SCHOOL,9,
Politics and Public Admin,PA5202 , RESEARCH REPORT 2 (MA IN PARTNERSHIP STUDIES),12,
Politics and Public Admin,PA5301 , RESEARCH REPORT 1 (MA IN PARTNERSHIP STUDIES),9,
Politics and Public Admin,PA5900 , POLITICS AND PUBLIC ADMINISTRATION SUMMER SCHOOL,6,
Politics and Public Admin,PA6011 , PUBLIC ADMINISTRATION THEORY AND PRACTICE,9,
Politics and Public Admin,PA6012 ," EUROPEAN PUBLIC ADMINISTRATION: ACTORS, INSTITUTIONS AND POLICY PROCESS",9,
Politics and Public Admin,PA6013 , DISSERTATION,30,
Politics and Public Admin,PA6020 , Dissertation,30,
Politics and Public Admin,PA6021 , PUBLIC ADMINISTRATION THEORY AND PRACTICE (ONLINE),9,
Politics and Public Admin,PA6022 , Dissertation,15,
Politics and Public Admin,PA6032 , COLLABORATIVE GOVERNANCE AND LEADERSHIP,9,
Politics and Public Admin,PL4013 , COMMUNITY DEVELOPMENT,6,
Politics and Public Admin,PL4017 , REGIONAL DEVELOPMENT,6,
Politics and Public Admin,PO4004 , GLOBAL POLITICAL ECONOMY,6,
Politics and Public Admin,PO4007 ," POWER, POLITICS AND SOCIAL CHANGE IN LATIN AMERICA",6,
Politics and Public Admin,PO4008 , AFRICAN POLITICS: DEVELOPMENT AND DEMOCRACY,6,
Politics and Public Admin,PO4011 , INTRODUCTION TO GOVERNMENT AND POLITICS,6,
Politics and Public Admin,PO4013 , GOVERNMENT AND POLITICS IN IRELAND,6,
Politics and Public Admin,PO4015 , GOVERNMENT AND POLITICS OF THE EU,6,
Politics and Public Admin,PO4016 , ISSUES OF EUROPEAN INTEGRATION,6,
Politics and Public Admin,PO4017 , POLITICS OF THE UNITED STATES,6,
Politics and Public Admin,PO4018 , INTERNATIONAL RELATIONS,6,
Politics and Public Admin,PO4021 , METHODS AND RESEARCH IN POLITICAL SCIENCE 1,6,
Politics and Public Admin,PO4022 , MODERN EUROPEAN POLITICAL THOUGHT,6,
Politics and Public Admin,PO4023 , COMPARATIVE EUROPEAN POLITICS,6,
Politics and Public Admin,PO4027 , INTERNATIONAL ORGANISATIONS AND GLOBAL GOVERNANCE,6,
Politics and Public Admin,PO4028 , THE POLITICS OF ETHNIC CONFLICT,6,
Politics and Public Admin,PO4030 , THEORIES OF DISTRIBUTIVE JUSTICE,6,
Politics and Public Admin,PO4032 , RUSSIAN POLITICS,6,
Politics and Public Admin,PO4033 , POLITICAL THEORY,6,
Politics and Public Admin,PO4038 , EURPOEAN PARTY POLITICS,6,
Politics and Public Admin,PO4041 , THE POLITICS OF OIL,6,
Politics and Public Admin,PO4042 , METHODS AND RESEARCH IN POLITICAL SCIENCE 2,6,
Politics and Public Admin,PO4043 , INTRODUCTION TO IRISH POLITICS,6,
Politics and Public Admin,PO4048 , ISSUES IN WORLD POLITICS,6,
Politics and Public Admin,PO4051 , INTRODUCTION TO POLITICS AND INTERNATIONAL RELATIONS I,6,
Politics and Public Admin,PO4052 , INTRODUCTION TO POLITICS AND INTERNATIONAL RELATIONS II,6,
Politics and Public Admin,PO4058 , POLITICS OF THE THIRD WORLD,6,
Politics and Public Admin,PO4062 , CONTEMPORARY MORAL ISSUES,6,
Politics and Public Admin,PO4067 , STUDIES IN POLITICAL THOUGHT,6,
Politics and Public Admin,PO4068 , POLITICAL LEADERSHIP,6,
Politics and Public Admin,PO4072 , CITIZENS AND DEMOCRACY,6,
Politics and Public Admin,PO4077 , NATIONS AND NATIONALISM IN THE MODERN WORLD,6,
Politics and Public Admin,PO4082 , A SHORT INTRODUCTION TO CAPITALISM,6,
Politics and Public Admin,PO4087 ," NATIONALISM, ETHNICITY AND CONFLICT",6,
Politics and Public Admin,PO4088 , INTRODUCTION TO TERRORISM AND VIOLENT POLITICAL EXTREMISM,6,
Politics and Public Admin,PO4091 , INTRODUCTION TO GOVERNMENT AND POLITICS,6,
Politics and Public Admin,PO4092 , MODERN EUROPEAN POLITICAL THOUGHT,6,
Politics and Public Admin,PO4093 , INTERNATIONAL RELATIONS,6,
Politics and Public Admin,PO4094 , COMPARATIVE EUROPEAN POLITICS,6,
Politics and Public Admin,PO4095 , GOVERNMENT AND POLITICS IN EUROPE,6,
Politics and Public Admin,PO4096 , GOVERNMENT AND POLITICS IN IRELAND,6,
Politics and Public Admin,PO4097 , ETHNIC CONFLICT IN IRELAND AND EUROPE,6,
Politics and Public Admin,PO4098 , ISSUES IN WORLD POLITICS,6,
Politics and Public Admin,PO4102 , METHODS AND RESEARCH IN POLITICAL SCIENCE,6,
Politics and Public Admin,PO4107 ," NATIONALISM, ETHNICITY AND CONFLICT",6,
Politics and Public Admin,PO4108 , MULTICULTURALISM AND POLITICAL THEORY,6,
Politics and Public Admin,PO4111 , INTRODUCTION TO POLITICS AND INTERNATIONAL RELATIONS I,6,
Politics and Public Admin,PO4112 , INTRODUCTION TO POLITICS AND INTERNATIONAL RELATIONS II,6,
Politics and Public Admin,PO4117 , POLICY,6,
Politics and Public Admin,PO4118 ," IRELAND AND EU MEMBERSHIP: ADAPTING POLITICS, POLICY AND POLITY",6,
Politics and Public Admin,PO4127 , REGIONALISM IN WORLD POLITICS,6,
Politics and Public Admin,PO4147 , POLITICS AND INTERNATIONAL RELATIONS FINAL YEAR PROJECT 1,6,
Politics and Public Admin,PO4148 , POLITICS AND INTERNATIONAL RELATIONS FINAL YEAR PROJECT 2,6,
Politics and Public Admin,PO5001 , GLOBAL TRANSFORMATION AND EXCLUSION,9,
Politics and Public Admin,PO5002 , ISSUES IN INTERNATIONAL POLICY,9,
Politics and Public Admin,PO5003 , DISSERTATION (MA IN POLITICS),30,
Politics and Public Admin,PO5004 , GRADUATE SEMINAR IN DEVELOPMENT,9,
Politics and Public Admin,PO5005 , GRADUATE RESEARCH METHODS,12,
Politics and Public Admin,PO5006 , GRADUATE SEMINAR IN PEACEBUILDING,9,
Politics and Public Admin,PO5007 , GRADUATE SEMINAR IN INTERNATIONAL COOPERATION AND CONFLICT,9,
Politics and Public Admin,PO5008 , INTERNATIONAL POLITICAL ECONOMY,9,
Politics and Public Admin,PO5009 , GRADUATE SEMINAR IN COMPARATIVE POLITICS,9,
Politics and Public Admin,PO5010 , GRADUATE SEMINAR IN EUROPEAN GOVERNANCE,9,
Politics and Public Admin,PO5011 , POLITICS OF EUROPEAN INTEGRATION,9,
Politics and Public Admin,PO5012 , EXTERNAL RELATIONS OF THE EUROPEAN UNION,9,
Politics and Public Admin,PO5013 , CONFLICT ANALYSIS,9,
Politics and Public Admin,PO5014 , MULTI LEVEL GOVERNANCE: CONCEPTS AND PRACTICE,9,
Politics and Public Admin,PO5015 , GRADUATE SEMINAR IN CONTEMPORARY POLITICAL THEORY,9,
Politics and Public Admin,PO5016 , GRADUATE SEMINAR IN INTERNATIONAL RELATIONS,9,
Politics and Public Admin,PO5017 , GRADUATE SEMINAR IN INSTITUTIONS AND POLICIES OF THE EUROPEAN UNION,9,
Politics and Public Admin,PO5021 , INTERNATIONAL RELATIONS,9,
Politics and Public Admin,PO5031 , THE POLITICS AND POLITICAL ECONOMY OF THE DEVELOPING WORLD,9,
Politics and Public Admin,PO5032 , INTERNATIONAL ORGANISATION,9,
Politics and Public Admin,PO5041 , CONTEMPORARY POLITICAL THEORY,9,
Politics and Public Admin,PO5042 , DISSERTATION,30,
Politics and Public Admin,PO5051 ," FUNCTION, INSTITUTIONS AND NEGOTIATIONS OF INTERNATIONAL RELATIONS",9,
Politics and Public Admin,PO5052 , ISSUES IN INTERNATIONAL DEVELOPMENT,9,
Politics and Public Admin,PO5061 , LINKING RESEARCH AND PRACTICE 1,3,
Politics and Public Admin,PO5062 , POLITICAL RECONCILIATION IN THE AFTERMATH OF CONFLICT,9,
Politics and Public Admin,PO5071 , INTERNATIONAL COOPERATION AND CONFLICT,9,
Politics and Public Admin,PO5072 , COMPARATIVE POLITICS,9,
Politics and Public Admin,PO5081 , ACADEMIC AND TRANSFERABLE SKILLS TRAINING,3,
Politics and Public Admin,PO5082 , ISSUES IN CONTEMPORARY DEMOCRATIC THEORY,9,
Politics and Public Admin,PO5091 , DEVELOPMENT THEORY,9,
Politics and Public Admin,PO5092 , PUBLIC POLICY AND PROGRAMME MANAGEMENT,9,
Politics and Public Admin,PO5101 ," CONFLICT, SECURITY AND DEVELOPMENT",9,
Politics and Public Admin,PO5102 , IRELAND AND GLOBALISATION,9,
Politics and Public Admin,PO5112 , RUSSIAN AND POST,9,
Politics and Public Admin,PO5122 , INTERNATIONAL FIELDTRIP EVALUATION AND RESEARCH,9,
Politics and Public Admin,PO5132 , MAINSTREAMING SOCIAL INCLUSION,9,
Politics and Public Admin,PO5142 , POLITICAL ECONOMY OF IRELAND,9,
Politics and Public Admin,PO5152 , TERRORISM AND VIOLENT POLITICAL EXTREMISM,9,
Politics and Public Admin,PO5162 , FOREIGN AID AND DEVELOPMENT,9,
Politics and Public Admin,PO5172 , LINKING RESEARCH AND PRACTICE 2,3,
Politics and Public Admin,PO5182 , DEVELOPMENT PRACTICE AND PROGRAMME MANAGEMENT,9,
Politics and Public Admin,PO5192 , TERRORISM AND VIOLENT POLITICAL EXTREMISM,9,
Politics and Public Admin,PO5212 , INTERNATIONAL SECURITY,9,
Politics and Public Admin,PO5222 , GLOBAL JUSTICE,9,
Politics and Public Admin,PO5232 , REPRESENTATIVE DEMOCRACY IN EUROPE,9,
Politics and Public Admin,PO5242 , PARTIES GOVERNMENT AND POLICY,9,
Politics and Public Admin,PO5252 , COMPARATIVE CLIMATE POLICY AND POLITICS,9,
Politics and Public Admin,PO6001 , INSTITUTIONS AND POLICIES OF THE EUROPEAN UNION,9,
Politics and Public Admin,PO6002 , POLICIES AND POLICY MAKING IN THE EUROPEAN UNION,9,
Politics and Public Admin,PO6003 , FINAL PROJECT ,24,
Politics and Public Admin,PO6011 ," GOVERNMENT AND GOVERNANCE:POLITICS, POLICY AND PRACTICE",9,
Politics and Public Admin,PO6012 ," EUROPEAN PUBLIC ADMINISTRATION: ACTORS, INSTITUTIONS AND POLICY PROCESS",9,
Politics and Public Admin,PO6021 , POLITICAL PRINCIPLES FOR A CULTURALLY DIVERSE WORLD,9,
Politics and Public Admin,PO6022 , COLLABORATIVE GOVERNANCE AND LEADERSHIP,9,
Politics and Public Admin,PO6031 , CONTEMPORARY ETHICAL ISSUES,9,
Politics and Public Admin,PO6032 , GENDER & POLITICS,9,
Politics and Public Admin,PO6041 , PUBLIC ADMINISTRATION THEORY AND PRACTICE,9,
Politics and Public Admin,PO8001 , PHD PROPOSAL DEVELOPMENT 1,3,
Politics and Public Admin,PO8002 , PHD PROPOSAL DEVELOPMENT 2,3,
Politics and Public Admin,PO8011 , RESEARCH METHODS FOR PHD STUDENTS,9,
Politics and Public Admin,PS5101 , PEACEKEEPING AND PEACEBUILDING,9,
Politics and Public Admin,PS5102 , DISSERTATION,30,
Politics and Public Admin,PS5121 , FEMINIST PERSPECTIVES ON CONFLICT AND DEVELOPMENT ISSUES,9,
Politics and Public Admin,PS5131 , RESEARCH METHODS,3,
Politics and Public Admin,UP4101 , PRACTICUM 1,15,
Politics and Public Admin,UP4102 , PRACTICUM 2,15,
Politics and Public Admin,UP4201 , AUTUMN PRACTICUM (AHSS ,6,
Politics and Public Admin,UP4202 , SPRING PRACTICUM (AHSS ,6,
Politics and Public Admin,UP5101 , ENGAGED RESEARCH DESIGN (AHSS),12,
Politics and Public Admin,UP5102 , ENGAGED RESEARCH DELIVERY (AHSS),12,
Politics and Public Admin,UP5105 , ENGAGED RESEARCH EVALUATION (AHSS),6,
Politics and Public Admin,XF6001 , EUROPEAN LAW: AN INTRODUCTION 1,5,
Politics and Public Admin,XF6002 , EUROPEAN LAW: AN INTRODUCTION 2,5,
Politics and Public Admin,XF6003 , CURRENT TOPICS IN EUROPEAN LAW AND POLITICS,10,
Politics and Public Admin,XF6004 , MA THESIS,30,
Politics and Public Admin,XF6011 , EUROPEAN UNION POLITICS AND POLICIES 1,5,
Politics and Public Admin,XF6012 , EUROPEAN UNION POLITICS AND POLICIES 2,5,
Politics and Public Admin,XF6013 , EXTERNAL RELATIONS OF THE EU,5,
Politics and Public Admin,XF6021 , EUROPEAN POLITICAL ECONOMY,5,
Politics and Public Admin,XF6022 , INTRODUCTION TO EUROPEANIZATION OF SOCIETIES,5,
Politics and Public Admin,XF6023 , EUROPE IN THE GLOBAL ECONOMY,5,
Politics and Public Admin,XF6031 , CRITICAL WRITING AND THINKING,5,
Politics and Public Admin,XF6032 , TRANSFORMATION OF EUROPEAN ECONOMIES,5,
Politics and Public Admin,XF6073 , FLENSBURG YEAR 2 MODULE 1,6,
Politics and Public Admin,XF6083 , FLENSBURG YEAR 2 MODULE 2,6,
Politics and Public Admin,XF6093 , FLENSBURG YEAR 2 MODULE 3,6,
Politics and Public Admin,XF6101 , FLENSBURG YEAR 1 MODULE 1,6,
Politics and Public Admin,XF6103 , FLENSBURG YEAR 2 MODULE 4,6,
Politics and Public Admin,XF6113 , FLENSBURG YEAR 2 MODULE 5,6,
Politics and Public Admin,XF6164 , FLENSBURG YEAR 2 DISSERTATION,30,
Politics and Public Admin,XF6201 , FLENSBURG YEAR 1 MODULE 2,6,
Politics and Public Admin,XF6202 , FLENSBURG YEAR 1 MODULE 7,6,
Politics and Public Admin,XF6301 , FLENSBURG YEAR 1 MODULE 3,6,
Politics and Public Admin,XF6302 , FLENSBURG YEAR 1 MODULE 8,6,
Politics and Public Admin,XF6401 , FLENSBURG YEAR 1 MODULE 4,6,
Politics and Public Admin,XF6402 , FLENSBURG YEAR 1 MODULE 9,6,
Politics and Public Admin,XF6501 , FLENSBURG YEAR 1 MODULE 5,6,
Politics and Public Admin,XF6502 , FLENSBURG YEAR 1 MODULE 10,6,
President's Office UL,PV1000 , UNIVERSITY OF LIMERICK PRESIDENT'S VOLUNTEER AWARD ,0,
President's Office UL,PV2000 , UNIVERSITY OF LIMERICK PRESIDENT'S VOLUNTEER AWARD ,0,
President's Office UL,PV3000 , UNIVERSITY OF LIMERICK PRESIDENT'S VOLUNTEER AWARD ,0,
President's Office UL,PV4000 , UNIVERSITY OF LIMERICK PRESIDENT'S VOLUNTEER AWARD ,0,
President's Office UL,PV5000 , UNIVERSITY OF LIMERICK PRESIDENT'S VOLUNTEER AWARD ,0,
President's Office UL,PV6000 , UNIVERSITY OF LIMERICK PRESIDENT'S VOLUNTEER AWARD ,0,
President's Office UL,PV7000 , UNIVERSITY OF LIMERICK PRESIDENT'S VOLUNTEER AWARD ,0,
Primary Level Education,AN6711 , Principles and Practices of Research,6,
Primary Level Education,AN6712 , Dissertation 2,15,
Primary Level Education,AN6721 , Dissertation 1,6,
Primary Level Education,BS4711 , MANAGEMENT PRINCIPLES,6,
Primary Level Education,BS4721 , MARKETING,6,
Primary Level Education,EG5704 , Gaeilge Ghairmiúil  2,1,
Primary Level Education,EG5714 ," Teaching Studies 9 – Pedagogy of Music, Visual Arts, and Physical Education",6,
Primary Level Education,EG5724 , Teaching Studies 10 – Early Primary Education,6,
Primary Level Education,EG5734 , Gaeilge Ghairmiúil  3,2,
Primary Level Education,EG5751 , Teaching Studies 1 ,6,
Primary Level Education,EG5752 ," Foundation Studies 2 – Developmental Psychology, Sociology of Education, and Educational Psychology",6,
Primary Level Education,EG5761 ," Teaching Studies 2 – Introduction to English Writing, Educational Methodology, Information Technology, Religious Ed and",6,
Primary Level Education,EG5762 ," Foundation Studies 3 – Philosophy of Education, History of Education, and Education Issues",6,
Primary Level Education,EG5771 ," Teaching Studies 3 – Introduction to Music, Visual Art and Physical Education",6,
Primary Level Education,EG5772 ," Teaching Studies 4 – SESE, SPHE, Special Education, and  Pedagogy Issues",6,
Primary Level Education,EG5773 ," Foundation Studies 4 – Philosophy of Education, Developmental Psychology, Educational Psychology, and Sociology of Educa",6,
Primary Level Education,EG5781 ," Foundation Studies 1 – Philosophy of Ed, Developmental Psychology, Ed. Psychology and Sociology of Education",6,
Primary Level Education,EG5782 ," Teaching Studies 5 – Music, Physical Education, Religious Education, and Visual Arts Education",6,
Primary Level Education,EG5783 ," Teaching Studies 7 – Pedagogy of Mathematics, SESE, and Religious Education; Education Issues",6,
Primary Level Education,EG5791 , Gaeilge Ghairmiúil 1,2,
Primary Level Education,EG5792 ," Teaching Studies 6 – Gaeilge, Drama, English Reading, and Mathematics Education",6,
Primary Level Education,EG5793 ," Teaching Studies 8 – Pedagogy of Gaeilge, Drama, and English Reading",6,
Primary Level Education,EN4703 , Scríobh agus Labhairt na Gaeilge 1,2,
Primary Level Education,EN4731 ," Teaching Studies 1: Introduction to Music, Visual Art, Drama, and Physical Education",6,
Primary Level Education,EN4732 ," Teaching Studies 3: Music, Visual Art, Drama, and Physical Education",6,
Primary Level Education,EN4741 ," Teaching Studies 2: Introduction to English Language, SESE/SPHE, Múineadh na Gaeilge, Religious Ed. and Mathematics Ed.",6,
Primary Level Education,EN4742 ," Teaching Studies 4: English Language, SESE/SPHE, Múineadh na Gaeilge, Religious Ed. and Mathematics Ed.",6,
Primary Level Education,EN4754 ," Teaching Studies 8: Early Primary Education, Religious Education, SESE and SPHE",6,
Primary Level Education,EN4756 , Elective in Education,6,
Primary Level Education,EN4763 ," Teaching Studies 5: Early Primary Education (Inclusive Methodology, English, Mathematics, SESE & Visual Arts Education)",6,
Primary Level Education,EN4764 ," Teaching Studies 9: Theoretical and practical issues in the teaching of English, Gaeilge, Drama and Visual Arts",6,
Primary Level Education,EN4766 , Foundation Studies in Education and Society 3,6,
Primary Level Education,EN4773 ," Teaching Studies 6: Pedagogy of English Language, Múineadh na Gaeilge, ICT, Geography, Science and Religious Education",6,
Primary Level Education,EN4774 , Foundation Studies in Education and Society 2,6,
Primary Level Education,EN4776 , Foundation Studies in Education and Society 4,6,
Primary Level Education,EN4783 , Foundation Studies in Education and Society 1,6,
Primary Level Education,EN4786 , Scríobh agus Labhairt na Gaeilge 2,2,
Primary Level Education,EN4793 ," Teaching Studies 7: Pedagogy of Mathematics, Music, and Physical Education",6,
Primary Level Education,EN4796 , Foundation Studies in Education and Society 2,2,
Primary Level Education,EN5770 , Tumoideachas: Comhthathú Teanga agus Ábhair,6,
Primary Level Education,EN5773 , Teaching Learning and Assessment,9,
Primary Level Education,EN5774 , Reflective and Professional Practice,6,
Primary Level Education,EN5775 , Collaborative Action Research,9,
Primary Level Education,EN5776 , Innovation in Science Teaching,6,
Primary Level Education,EN5777 , Play and Young Children's Learning,6,
Primary Level Education,EN5778 , ICT: Teaching and Learning,6,
Primary Level Education,EN5779 , Learning through Mentoring,6,
Primary Level Education,EN5783 ," Curriculum Research, Theory and Practice",9,
Primary Level Education,EN5784 , Leadership and Learning,6,
Primary Level Education,EN5785 , Teacher Research in Professional Studies,9,
Primary Level Education,EN5786 , Verbal Interactions and Professional Learning,6,
Primary Level Education,EN6772 , Dissertation 2,15,
Primary Level Education,EN6781 , Education and Society in Modern Ireland,6,
Primary Level Education,PS6721 ," BIOLOGICAL, NEUROPSYCHOLOGICAL, SOCIAL, EMOTIONAL AND DEVELOPMENTAL BASES OF BEHAVIOUR PART 1",3,
Primary Level Education,PS6722 ," BIOLOGICAL, NEUROPSYCHOLOGICAL, SOCIAL, EMOTIONAL AND DEVELOPMENTAL BASES OF BEHAVIOUR PART 2",3,
Primary Level Education,PS6731 , Cognition and Learning. Part 1 [Knowledge and Skills],3,
Primary Level Education,TP4722 , Teaching Practice 2,3,
Primary Level Education,TP4724 , Teaching Practice 3: Infant Classes,6,
Primary Level Education,TP4731 ," Teaching Practice 1: Introduction to Teaching Practice, Microteaching and Educational Methodology",6,
Primary Level Education,TP4732 , Teaching Practice 2: Middle Classes,6,
Primary Level Education,TP4745 , Teaching Practice 4: Senior Classes,6,
Primary Level Education,TP4755 , Teaching Practice 5: Final Teaching Practice,12,
Primary Level Education,TP4765 , Additional Educational Experience,6,
Primary Level Education,TP4775 , Teaching Practice 5: Final Teaching Practice,6,
Primary Level Education,TP4785 , Teaching Practice 4: Senior Classes,3,
Primary Level Education,TP5711 ," Teaching Practice 1 – Microteaching, and Teaching Practice: Middle Classes",6,
Primary Level Education,TP5712 , Teaching Practice 2: Senior Classes,6,
Primary Level Education,TP5733 , Teaching Practice  3: Infant Classes,6,
Primary Level Education,TP5743 , Teaching Practice 4: Final Teaching Practice,6,
Psychology,AE6001 , CHILD AND ADOLESCENT CLINICAL PSYCHOLOGY,3,
Psychology,AE6003 , ADULT CLINICAL PSYCHOLOGY,3,
Psychology,AE6004 , CLINICAL PSYCHOTHERAPY 1,3,
Psychology,AE6005 , INTELLECTUAL DISABILITIES,3,
Psychology,AE6011 ," RESEARCH; DESIGN, METHOD AND STATISTICS 1",3,
Psychology,AE6012 ," RESEARCH: DESIGN, METHOD AND STATISTICS 2",3,
Psychology,AE6013 , WORKING WITH OLDER ADULTS,3,
Psychology,AE6014 , CLINICAL PSYCHOTHERAPY 2,3,
Psychology,AE6015 , INTELLECTUAL DISABILITY PLACEMENT,6,
Psychology,AE6016 , INTELLECTUAL DISABILITY PLACEMENT,6,
Psychology,AE6021 , CHILD AND ADOLESCENT PLACEMENT 1,6,
Psychology,AE6022 , CHILD AND ADOLESCENT PLACEMENT 2,6,
Psychology,AE6023 , CLINICAL NEUROPSYCHOLOGY,3,
Psychology,AE6025 , PERSONAL DEVELOPMENT 5,3,
Psychology,AE6031 , PERSONAL DEVELOPMENT 1,3,
Psychology,AE6032 , PERSONAL DEVELOPMENT 2,3,
Psychology,AE6033 , PERSONAL DEVELOPMENT 3,3,
Psychology,AE6034 , PERSONAL DEVELOPMENT 4,3,
Psychology,AE6043 , RESEARCH 1,6,
Psychology,AE6044 , RESEARCH 2,3,
Psychology,AE6046 , RESEARCH 4,3,
Psychology,AE6053 , ADULT MENTAL HEALTH PLACEMENT,12,
Psychology,AE6054 , SPECIALIST TOPICS IN CLINICAL PSYCHOLOGY,3,
Psychology,AE6055 , RESEARCH 3,6,
Psychology,AE6100 , SPECIALIST PLACEMENT 1,12,
Psychology,AE6200 , SPECIALIST PLACEMENT 2,12,
Psychology,AE6300 , SPECIALIST PLACEMENT 3,12,
Psychology,BR4032 , BROADENING YOUR LEARNING BY EXPLORING CULTURAL DIVERSITY,6,
Psychology,PS3001 , APPLYING THEORY AND METHOD IN PSYCHOLOGY 1,6,
Psychology,PS3002 , PSYCHOLOGY OF HEALTHCARE PRACTICE,6,
Psychology,PS3011 , APPLICATIONS OF PSYCHOLOGY FOR REAL LIFE,6,
Psychology,PS3012 , MENTAL HEALTH 2: PREVENTION AND MANAGEMENT,18,
Psychology,PS3021 , PRACTICAL AND RESEARCH PSYCHOLOGY 1,6,
Psychology,PS3022 , PERSPECTIVES ON SOCIAL IDENTITY,6,
Psychology,PS3031 , APPLIED PSYCHOLOGY AND PRACTICE,6,
Psychology,PS3041 , PERSPECTIVES OF ABNORMAL AND CLINICAL PSYCHOLOGY,6,
Psychology,PS3051 , APPLICATION OF PSYCHOLOGY TO SOCIAL ISSUES,6,
Psychology,PS3061 , APPLYING THEORY AND METHOD IN PSYCHOLOGY 2,6,
Psychology,PS3071 , PRACTICAL AND RESEARCH PSYCHOLOGY 2,6,
Psychology,PS4011 , SOCIAL PSYCHOLOGY 1,6,
