,,
Module Code , Title,Credits
LA6011 , INTERNATIONAL BUSINESS TRANSACTIONS,6
LA6012 , LAW AND ENGINEERING,6
LA6013 , DOCTORAL RESEARCH PORTFOLIO 1,9
LA6021 , LAW OF INTERNATIONAL BUSINESS ASSOCIATIONS,9
LA6022 , COUNTER TERRORISM LAW AND INTERNATIONAL BUSINESS,9
LA6023 , LAW AND JUSTICE,9
LA6031 , LAW OF INTERNATIONAL TRADE ORGANISATIONS,9
LA6032 , GLOBAL COMPETITION LAW,9
LA6041 , COMPARATIVE PRIVATE LAW,9
LA6042 , INTERNATIONAL LABOUR LAW,9
LA6051 , PENOLOGY AND VICTIMOLOGY,9
LA6052 , CRIMINOLOGY,9
LA6061 , CONTEMPORARY CHALLENGES IN MEDICAL LAW AND ETHICS,9
LA6062 , COMPARATIVE AND EUROPEAN CRIMINAL JUSTICE,9
LA6071 , ADVANCED CONSTITUTIONAL LAW: JUDICIAL POWER AND CONSTITUTIONAL INTERPRETATION,9
LA6072 , INTERNATIONAL TORT LAW AND BUSINESS,9
LA6081 , LAW OF TECHNOLOGY AND ARTIFICIAL INTELLIGENCE,6
LA6082 , INTERNATIONAL PERSPECTIVES ON PROPERTY LAW,9
LA6091 , LAW OF DATA GOVERNANCE AND PRIVACY,6
LA6092 , COMMERCIAL AND CORPORATE LAW,6
LA6101 , INTERNATIONAL BUSINESS TRANSACTIONS,9
LA6102 , Law of Credit and Security,9
LA6111 , Criminal Justice Processes and Sentencing,9
LA6112 , International Protection of Intellectual Property Rights,9
LA6121 , Law of the European Convention of Human Rights,9
LA6122 , Selected Topics in Legal History,9
LA6131 , Corporate Governance,9
LA6132 , International Criminal Law,9
LA6141 , CRIMINAL JUSTICE PROCESSES AND SENTENCING (ONLINE),9
LA6142 , Policing and Human Rights,9
LA6150 , LLM Dissertation 2,30
LA6151 , Research Assignment 1,9
LA6152 , Research Assignment 2,9
LA6153 , Research Assignment 3,9
LA6154 , International Regulation of Trade,9
LA6161 , ADVANCED CRIME AND CRIMINAL JUSTICE (ONLINE),9
LA6162 , REGULATORY CRIME,9
LA6163 , INTERNSHIP FOR LLM IN INTERNATIONAL COMMERCIAL LAW,30
LA6171 , LAW OF REGULATED DIGITAL TECHNOLOGIES,6
LA6172 , ADVANCED FAMILY LAW: STANDPOINT AND RIGHTS,9
LA6181 , LAW OF INTERNATIONAL TRADE ORGANISATIONS,6
LA6182 , USING EVIDENCE TO IMPROVE SOCIETAL OUTCOMES IN THE REAL WORLD,9
LA6191 , LAW OF INTERNATIONAL BUSINESS ASSOCIATIONS,6
LA6192 , HATE CRIME,9
LA6201 , POLICING AND PROTECTIVE SERVICES INVESTIGATIONS IN IRELAND,9
LA6202 , YOUTH CRIME,9
LA6212 , CYBERSECURITY LAW AND POLICY,6
LA6222 , POSTGRADUATE HUMAN RIGHTS LAW ONLINE,9
LA6232 , COUNTER,6
LA6242 , EU,6
LA6252 , INTERNATIONAL CRIMINAL LAW (ONLINE),9
LA6262 , POLICING AND HUMAN RIGHTS (ONLINE),9
LA6272 , CONTEMPORARY ISSUES IN SPORTS LAW (ONLINE),9
LA6282 ," TRAUMA, CONSEQUENCES AND ESSENTIAL RESPONSES",6
LA6321 , CORPORATE LAW 1,9
LA6322 , CORPORATE LAW 2,9
LA6332 , DISSERTATION METHODOLOGY (ONLINE),3
LA6422 , AIR AND SPACE LAW,6
LA6901 , THE LEGAL SYSTEMS OF THE EUROPEAN UNION AND ITS MEMBER STATES,9
LA8013 , RESEARCH ETHICS,3
LD4747 , UNDERGRADUATE DISSERTATION IN IRISH STUDIES 1,6
LD4748 , UNDERGRADUATE DISSERTATION IN IRISH STUDIES 2,6
LI4001 , PEER TUTORING FOR LANGUAGES,3
LI4004 , MEDIA DISCOURSE ANALYSIS,6
LI4005 , LANGUAGE AND CULTURAL AWARENESS,6
LI4006 , LINGUISTICS 4: RESEARCHING LANGUAGE 2,6
LI4007 , PROJECT 1 (BA (ED) IN LANGUAGES),6
LI4008 , PROJECT 2 (BA (ED) IN LANGUAGES),6
LI4013 , LINGUISTICS 3: RESEARCHING LANGUAGE 1,6
LI4016 ," DISCOURSE ANALYSIS FOR ARTS, HUMANITIES & SOCIAL SCIENCES",6
LI4017 , LINGUISTICS 5: MULTILINGUALISM IN A GLOBALIZING WORLD,6
LI4018 ," LINGUISTICS 6: LANGUAGE POLICY, POLITICS AND POWER",6
LI4023 , LANGUAGE AND SOCIETY IN IRELAND,6
LI4027 , LINGUISTICS WITH TESOL FINAL YEAR PROJECT 1,6
LI4028 , LINGUISTICS WITH TESOL FINAL YEAR PROJECT 2,6
LI4037 , APPLIED LINGUISTICS AND THE PROFESSIONS,6
LI4038 , ADVANCED ISSUES IN APPLIED LINGUISTICS,6
LI4095 , EDUCATION (LANGUAGES) PROJECT,18
LI4113 , LANGUAGE TECHNOLOGY,6
LI4211 , LINGUISTICS 1,6
LI4212 , LINGUISTICS 2,6
LI5001 , LANGUAGE AND INCLUSION IN ORGANISATIONS,6
LI5002 , SOCIOLINGUISTICS OF IRISH MEDIA,9
LI5922 , LANGUAGE SYSTEMS 2,9
LI5931 , LANGUAGE SYSTEMS 1,9
LI5941 , INTRODUCTION TO LINGUISTICS,3
LI6001 , MATERIALS DESIGN FOR LANGUAGE TEACHING,9
LI6002 , ICT AND LANGUAGE STUDIES,9
LI6003 , APPLIED LINGUISTICS DISSERTATION,30
LI6011 , MATERIALS DEVELOPMENT FOR LANGUAGE TEACHING,9
LI6012 , LINGUISTICS FOR LANGUAGE TEACHING,3
LI6013 , APPLIED LINGUISTICS INTERNATIONAL PRAXIS,30
LI6021 , APPLIED LINGUISTICS,9
LI6022 , APPLIED LINGUISTICS EXTERNAL ACADEMIC PLACEMENT,30
LI6031 , English Language Proficiency 1,6
LI6032 , APPLIED LINGUISTICS INTERNSHIP,15
LI6041 , TRANSLATION STUDIES: THEORIES AND APPLICATIONS,9
LI6042 , ENGLISH LANGUAGE PROFICIENCY 2,6
LI6051 , VARIETIES OF ENGLISH,9
LI6052 , APPLIED LINGUISTICS INTERNATIONAL EXTERNAL ACADEMIC PLACEMENT,21
LI6062 , APPLIED LINGUISTICS INTERNATIONAL EXTERNAL ACADEMIC PLACEMENT PROJECT,9
LI6071 , APPROACHES TO DISCOURSE ANALYSIS,6
LI6072 , APPLIED LINGUISTICS II,9
LI6082 , PRAGMATICS AND APPLIED LINGUISTICS,9
LI6092 ," DIGITAL CULTURES, CITIZENSHIP AND COMMUNICATION",9
LI8001 , SECOND LANGUAGE ACQUISITION,3
LI8002 , ASSESSMENT AND FEEDBACK IN TESOL,3
LI8003 , TESOL THESIS PROPOSAL,24
LI8011 , MATERIALS DEVELOPMENT FOR LANGUAGE TEACHING,6
LI8012 , CRITICAL ICT AND LANGUAGE PEDAGOGY,6
LI8021 , APPLIED SOCIOLINGUISTICS AND CORPUS ASSISTED DISCOURSE STUDIES,6
LI8023 , TESOL THESIS 1,24
LI8031 , TESOL THESIS 2,30
LI8032 , TESOL THESIS 3,30
LI8033 , TESOL THESIS 4,30
LI8042 , OBSERVATION AND FEEDBACK IN TESOL,6
LI8052 , REFLECTIVE PROFESSIONAL PORTFOLIO AND PRACTICE,3
LI8062 , CURRENT ISSUES IN TESOL RESEARCH AND PRACTICE,3
LL6701 , LANGUAGE AND LITERACY DISSERTATION 1,9
LL6702 , LANGUAGE AND LITERACY DISSERTATION 2,21
LL7711 , FOUNDATIONS OF LITERACY ACQUISITION AND DEVELOPMENT,9
LL7712 , DIVERSITY IN LITERACY ACQUISITION AND DEVELOPMENT,9
LL7713 , DOCTORAL THESIS WORK,24
LL7714 , INCLUSIVE LITERACY PEDAGOGY 1,9
LL7715 , PROMOTING EFFECTIVE LITERACY LEADERSHIP IN EDUCATIONAL SETTINGS,9
LL7716 , INCLUSIVE LITERACY PEDAGOGY 2,6
LL7717 , CRITICAL APPROACHES TO CHILDREN'S LITERATURE,6
LL7718 , DOCTORAL THESIS WORK,30
LL7719 , AUTUMN MASTER CLASSES,6
LL7720 , SPRING MASTER CLASSES,6
LL7721 , DOCTORAL THESIS WORK,18
LL7722 , DOCTORAL THESIS WORK,18
LL7723 , SUMMER SCHOOL,6
LL7725 , DOCTORAL THESIS WORK,30
LL7726 , DOCTORAL THESIS WORK,30
LL7727 , DOCTORAL THESIS WORK,30
LL7731 ," ADVANCED RESEARCH METHODS 1: PARADIGMS, GOOD ETHICAL PRACTICE AND THE ROLE OF THE RESEARCHER",6
LL7732 ," ADVANCED RESEARCH METHODS 2: METHODS, METHODOLOGIES AND DATA ANALYSIS",6
LL7733 , DOCTORAL THESIS WORK,30
LL7743 , DOCTORAL THESIS WORK,30
LL7753 , DOCTORAL THESIS WORK,30
LP4003 , LANGUAGE PEDAGOGY 1,6
LP4004 , LANGUAGE PEDAGOGY 2,6
LP4203 , PROJECT 1,6
LP4204 , PROJECT 2,6
LP4207 , LAW AND EUROPEAN STUDIES PROJECT,12
LP5001 , LANGUAGE PEDAGOGY,6
LP6004 , LANGUAGE PEDAGOGY 2: THE LANGUAGE TEACHER AS REFLECTIVE PRACTITIONER,6
LP6005 , LANGUAGE AND CULTURE IN THE CLASSROOM 1,6
LP6011 , LANGUAGE PEDAGOGY 1: THE LANGUAGE TEACHER AS PROFESSIONAL PRACTITIONER,6
LP6012 , LANGUAGE PEDAGOGY 2: THE LANGUAGE TEACHER AS PROFESSIONAL PRACTITIONER,3
LP6015 , LANGUAGE AND CULTURE IN THE CLASSROOM 2,3
LP6023 , LANGUAGE PEDAGOGY 3: THE LANGUAGE TEACHER AS REFLECTIVE PRACTITIONER,3
LP6025 , LANGUAGE AND CULTURE IN THE CLASSROOM 3,3
LS4003 , INTRODUCTORY ANATOMY AND PHYSIOLOGY,6
LS4004 , LANGUAGE IN THE CLASSROOM,9
LS4007 , FINAL YEAR PROJECT 1 (BIOLOGICAL SCIENCE),6
LS4008 , FINAL YEAR PROJECT 2 (BIOLOGICAL SCIENCE),6
LS4017 , FINAL YEAR PROJECT 1 (BIOLOGICAL SCIENCE),3
LS4018 , FINAL YEAR PROJECT 2 (BIOLOGICAL SCIENCE),3
LS5001 , LANGUAGE STUDIES 1,6
LS5002 , LANGUAGE STUDIES 2,6
MA2001 , MATHEMATICS 1,6
MA2002 , MATHEMATICS 2,6
MA2121 , FOUNDATION MATHEMATICS 1,6
MA2122 , FOUNDATION MATHEMATICS 2,6
MA2131 , FOUNDATION ENGINEERING MATHEMATICS 1,6
MA2132 , FOUNDATION ENGINEERING MATHEMATICS 2,6
MA2302 , Foundation Statistics,6
MA4001 , ENGINEERING MATHEMATICS 1,6
MA4002 , ENGINEERING MATHEMATICS 2,6
MA4003 , ENGINEERING MATHEMATICS 3,6
MA4004 , ENGINEERING MATHEMATICS 4,6
MA4005 , ENGINEERING MATHEMATICS T1,6
MA4006 , ENGINEERING MATHEMATICS 5,6
MA4007 , EXPERIMENTAL DESIGN,6
MA4008 , MULTIVARIABLE CALCULUS AND DIFFERENTIAL EQUATIONS,6
MA4010 , PREPARATORY MATHEMATICS,3
MA4011 , SCIENCE AND ENGINEERING MATHEMATICS 1,6
MA4012 , SCIENCE AND ENGINEERING MATHEMATICS 2,6
MA4014 , SCIENCE AND ENGINEERING MATHEMATICS,6
MA4016 , ENGINEERING MATHEMATICS 6,6
MA4026 , Applied Statistics,9
MA4102 , BUSINESS MATHEMATICS 1,6
MA4103 , BUSINESS MATHEMATICS 2,6
MA4104 , BUSINESS STATISTICS,6
MA4113 , APPLIED BUSINESS MATHEMATICS,6
MA4114 , APPLIED BUSINESS STATISTICS,6
MA4125 , AN INTRODUCTION TO COMPUTER AIDED DATA ANALYSIS,6
MA4128 , ADVANCED DATA MODELLING,6
MA4302 , APPLIED STATISTICS FOR ACCOUNTING,6
MA4402 , COMPUTER MATHS 2,6
MA4413 , STATISTICS FOR COMPUTING,6
MA4505 , APPLIED STATISTICS FOR ADMINISTRATION 1,6
MA4601 , SCIENCE MATHEMATICS 1,6
MA4602 , SCIENCE MATHEMATICS 2,6
MA4603 , SCIENCE MATHEMATICS 3,6
MA4604 , SCIENCE MATHEMATICS 4,6
MA4605 , CHEMOMETRICS,6
MA4607 , INTRODUCTION TO APPLIED MATHEMATICAL MODELLING IN CONTINUUM MECHANICS,6
MA4617 , INTRODUCTION TO FLUID MECHANICS,6
MA4701 , TECHNOLOGICAL MATHEMATICS 1,6
MA4702 , TECHNOLOGICAL MATHEMATICS 2,6
MA4704 , TECHNOLOGICAL MATHEMATICS 4,6
MA4707 , QUALITY MANAGEMENT,6
MA4708 , QUALITY CONTROL,6
MA4713 , TECHNOLOGICAL MATHEMATICS 3A,6
MA4715 , TECHNOLOGICAL MATHEMATICS 5A,6
MA4902 , BUSINESS MATHEMATICS,6
MA4904 , APPLIED STATISTICS FOR BUSINESS,6
MA5001 , ADVANCED ENGINEERING MATHS,6
MA5002 , STATISTICAL LEARNING WITH APPLICATIONS,6
MA5011 , INTRODUCTION TO PREDICTIVE ANALYTICS,6
MA5012 , ADVANCED PREDICTIVE ANALYTICS,6
MA5021 , DATA ANALYTICS WITH R,6
MA5111 , QUANTITATIVE METHODS,6
MA5121 , RESEARCH METHODS 1,6
MA6001 , DATA ANALYSIS FOR BUSINESS DECISIONS,6
MA6002 , MATHEMATICAL GEOSCIENCE,6
MA6003 , STATISTICS AND PROBABLITY KNOWLEDGE FOR TEACHING,3
MA6004 , MATHEMATICAL STUDIES 2 (MATHEMATICAL MODELLING AND APPLICAITONS),6
MA6011 , CRYPTOGRAPHIC MATHEMATICS,6
MA6012 , MATHEMATICAL BIOLOGY AND PHYSIOLOGY,6
MA6014 , MATHEMATICAL STUIDES 2 (PURE MATHEMATICS),6
MA6021 , QUANTITATIVE METHODS,6
MA6022 , MATHEMATICS KNOWLEDGE FOR TEACHING,3
MA6031 , MATHEMATICAL STUDIES 1 (NUMBER THEORY AND PROOF),6
MA6032 , APPLIED STATISTICS AND DATA SCIENCE FOR BUSINESS,6
MA6041 , MATHEMATICS PEDAGOGY,6
MA6101 , STATISTICS FOR DATA ANALYTICS,6
MB4001 , ALGEBRA 1,6
MB4002 , ALGEBRA 2,6
MB4004 , HISTORY AND FOUNDATIONS OF MATHEMATICS,6
MB4005 , ANALYSIS,6
MB4008 , GROUPS AND ALGEBRAIC STRUCTURES,6
MB4017 , GEOMETRY,6
MB4018 , DIFFERENTIAL EQUATIONS,6
MB5001 , MATHEMATICS PEDAGOGY,6
MB5002 , MATHEMATICAL MODELLING AND APPLICATIONS,6
MB5003 , CALCULUS 3,6
MB5004 , GEOMETRY,6
MB5011 , NUMBER THEORY AND MATHEMATICAL PROOF,6
MB5012 , PURE MATHEMATICS,6
MB5013 , STATISTICS (WITH INFERENCE),6
MB5014 , PROBLEM SOLVING AND MATHEMATICAL MODELLING,6
MB5021 , CALCULUS 1,6
MB5022 , CALCULUS 2,6
MB5023 , PEDAGOGY AND RESEARCH IN MATHEMATICS EDUCATION,9
MB5024 , HISTORY OF MATHEMATICS,6
MB5031 , ALGEBRA 1 (LINEAR ALGEBRA AND GEOMETRY),6
MB5032 , ALGEBRA 2 (ALGEBRA AND NUMBER THEORY),6
MB5033 , ACTION RESEARCH,6
MB5042 , PROBABILITY,6
MB5052 , PROFESSIONAL INQUIRY IN MATHEMATICS EDUCATION,6
MC4733 , MEDIA RESEARCH AND ANALYSIS,6
MC4757 , UNDERGRADUATE DISSERTATION IN MEDIA AND COMMUNICATION STUDIES 1,6
MC4758 , UNDERGRADUATE DISSERTATION IN MEDIA AND COMMUNICATION STUDIES 2,6
MC4767 , CHILDREN AND THE MEDIA,6
MC4777 , TELEVISION: CRITICAL AND HISTORICAL PERSPECTIVES,6
MC4787 , TELEVISION AND NEW MEDIA,6
MC5041 ," MEDIA, SPORT AND POPULAR CULTURE",9
MC5051 , MUSIC AND SOUND IN POPULAR CULTURE,9
MC5061 , GRADUATE DIPLOMA ESSAY,6
MC5071 , POPULAR MUSIC STUDIES,9
MC5081 , WOMEN AND AGEING IN MEDIA AND POPULAR CULTURE,9
MC5091 , COMMUNITY MEDIA ENGAGEMENT,9
MC5092 ," SOUND, MEDIA, AND SOCIETY",9
MC5093 , WRITING FOR THE SCREEN: CRAFT AND CONTEXT,9
MD2001 , REFLECTIVE PRACTICE PORTFOLIO,6
MD2002 , PART,3
MD2003 , PART,3
MD2004 , PART,3
MD2011 , PART,3
MD2012 , PART,3
MD2013 , PART,3
MD2014 , PART,3
MD2021 , PART,3
MD2022 , PART,3
MD2031 , PART,3
MD4001 , PRACTICUM 1A,6
MD4002 , PRACTICUM 2A,6
MD4003 , PRACTICUM 3A ,6
MD4004 , PRACTICUM 4A ,6
MD4006 , PRACTICUM 5A MAIN PERFORMANCE INTEREST,6
MD4007 , PRACTICUM 6A ,6
MD4008 , PRACTICUM 7A MAIN PERFORMANCE INTEREST,6
MD4011 , PRACTICUM 1B,6
MD4012 , PRACTICUM 2B SECONDARY PERFORMANCE INTEREST,6
MD4013 , PRACTICUM 3B ,6
MD4014 , PRACTICUM 4B ,6
MD4016 , PRACTICUM 5B ,6
MD4017 , PRACTICUM 6B,6
MD4018 , PRACTICUM 7B,6
MD4021 , INTRO TO IRISH TRAD MUSIC AND DANCE STUDIES 1,6
MD4022 , INTRO TO TRADITIONAL MUSIC AND DANCE STUDIES 2,6
MD4023 , IRISH TRADITIONAL MUSIC AND DANCE STUDIES 1,6
MD4024 , IRISH TRADITIONAL MUSIC AND DANCE STUDIES 2,6
MD4026 , IRISH TRADITIONALMUSIC AND DANCE STUDIES 3,6
MD4027 , IRISH TRADITIONAL MUSIC AND DANCE STUDIES 4,6
MD4028 , IRISH TRADITIONAL MUSIC AND DANCE STUDIES 5,6
MD4031 , CONTEXTUALISING AND VOCATIONAL STUDIES 1,6
MD4032 , CONTEXTUALISING AND VOCATIONAL STUDIES 2,6
MD4034 , CONTEXTUALISING AND VOCATIONAL STUDIES 3,6
MD4036 , CONTEXTUALISING AND VOCATIONAL STUDIES 5,6
MD4037 , CONTEXTUALISING AND VOCATIONAL STUDIES 6 ,6
MD4038 , CONTEXTUALISING AND VOCATIONAL STUDIES 7,6
MD4041 , PERFORMANCE STUDIES 1: AN INTRODUCTION,6
MD4042 , PERFORMANCE STUDIES 2: RESEARCH METHODS,6
MD4043 , PERFORMANCE STUDIES 3: INTRODUCTION TO RITUAL STUDIES,6
MD4044 , TRAVELLER MUSIC STUDIES,6
MD4046 , IMPROVISATION AND COMPOSITION (VOICE / MUSIC / DANCE),6
MD4047 , PERFORMANCE STUDIES 5: INTERCULTURALISM AND PERFORMANCE / FYP,6
MD4048 , PERFORMANCE STUDIES 6: PERFORMANCE STUDIES SEMINAR / FYP,6
MD4051 , SOMATICS AND RITUAL PERFORMANCE 1,6
MD4052 , NATIVE MUSIC AND DANCE TRADITIONS OF IRELAND,6
MD4053 , SOMATICS AND RITUAL PERFORMANCE 3,6
MD4054 , PERFORMANCE STUDIES 4: RITUAL STUDIES SEMINAR,6
MD4056 , MUSIC THEORY AND PRACTICE SKILLS 2,6
MD4057 , SOMATICS AND RITUAL PERFORMANCE 5,6
MD4061 , VOICE AND DANCE SKILLS FOR PERFORMANCE 1,6
MD4062 , SOMATICS AND RITUAL PERFORMANCE 2,6
MD4063 , VOICE AND DANCE SKILLS FOR PERFORMANCE 3,6
MD4064 , SOMATICS AND RITUAL PERFORMANCE 4,6
MD4066 , ETHNOMUSICOLOGY AND ETHNOCHOREOLOGY WORLD MUSIC AND DANCE SURVEY / DIGITAL MEDIA TECHNOLGOY,6
MD4067 , VOICE AND DANCE SKILLS FOR PERFORMANCE 5,6
MD4068 , SOMATICS AND RITUAL PERFORMANCE 6,6
MD4071 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 1",6
MD4072 , VOICE AND DANCE SKILLS FOR PERFORMANCE 2,6
MD4073 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 3",6
MD4074 , VOICE AND DANCE SKILLS FOR PERFORMANCE 4,6
MD4076 , SOMATICS AND PERFORMANCE PRACTICE,6
MD4077 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 5",6
MD4078 , VOICE AND DANCE SKILLS FOR PERFORMANCE 6,6
MD4081 , Irish Music and Dance Studies,6
MD4082 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 2",6
MD4083 , ETHNOMUSICOLOGY AND ETHNOCHOREOLOGY THEORY AND PRACTICE,6
MD4084 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 4",6
MD4086 , VOICE AND DANCE SKILLS,6
MD4087 , ADVANCED ENSEMBLE,6
MD4088 ," REPERTOIRE, IMPROVISATION AND COMPOSITION 6",6
MD4091 , Irish World Academy Practicum C1,6
MD4092 , Irish World Academy Practicum C3,6
MD4093 , CLASSICAL MUSIC STUDIES,6
MD4094 ," MUSIC, LANGUAGE, SIGN AND TEXT",6
MD4096 , CONTEMPORARY MUSIC AND DANCE REPERTOIRES,6
MD4097 , COMPOSITION AND ARRANGEMENT IN IRISH TRADITIONAL MUSIC 1,6
MD4098 , COMPOSITION AND ARRANGEMENT IN IRISH TRADITIONAL MUSIC 2,6
MD4101 , PERFORMANCE 1A,6
MD4102 , PERFORMANCE 2A,6
MD4103 , PERFORMANCE 3A,6
MD4104 , MUSIC THEORY AND PRACTICE SKILLS 1,6
MD4106 , PERFORMANCE 5A,6
MD4107 , VOCAL HYGIENE AND PEDAGOGY,6
MD4108 , CHOREOGRAPHIC SKILLS 1,6
MD4111 , Irish World Academy Practicum C2,6
MD4112 , Irish World Academy Practicum C4,6
MD4113 , PERFORMING ARTS TECHNOLOGY,6
MD4114 , CRITICAL ENCOUNTERS WITH GLOBAL POP,6
MD4116 , IRISH WORLD ACADEMY PRACTICUM C5,6
MD4117 , PROFESSIONAL SKILLS / FINAL YEAR VOCATIONAL PROJECT,6
MD4118 , PERFORMANCE 7A,6
MD4121 , INTRODUCTION TO VERTICAL DANCE AND WALL RUNNING,6
MD4122 , AERIAL DANCE CREATIVE LAB,6
MD4123 , DANCE STUDIES 1,6
MD4124 , PERFORMANCE 4A,6
MD4127 , MOVEMENTS AND SOUNDS OF NORTH AMERICAN PERCUSSIVE DANCE AND MUSIC TRADITIONS,6
MD4128 , IRISH WORLD ACADEMY PRACTICUM C7,6
MD4131 , HIP,6
MD4132 , HIP,6
MD4134 , EXPERIENTIAL ANATOMY AND MOVEMENT ANALYSIS,6
MD4137 , PERFORMANCE 6A,6
MD4138 , IRISH WORLD ACADEMY FINAL YEAR PROJECT 2,6
MD4141 , IRISH DANCE PERFORMANCE SKILLS,6
MD4142 , IRISH DANCE PERFORMANCE SKILLS 2,6
MD4147 , IRISH WORLD ACADEMY PRACTICUM C6,6
MD4148 , DANCE PEDAGOGY,6
MD4157 , IRISH WORLD ACADEMY FINAL YEAR PROJECT 1,6
MD4207 , HIGH LONESOME: SOUNDS AND NARRATIVES OF COUNTRY MUSIC,6
MD5501 , IRISH WORLD ACADEMY OF MUSIC AND DANCE AUTUMN ELECTIVE,6
MD5512 , IRISH WORLD ACADEMY OF MUSIC AND DANCE SPRING ELECTIVE,6
MD5522 , FINAL PRESENTATION,30
MD5532 , MUSIC THERAPY FINAL PROJECT,12
MD6011 , IRISH WORLD ACADEMY INDEPENDENT STUDY 1,9
MD6021 , INTRODUCTION TO FIELDWORK TECHNIQUES,3
MD6031 , MEDIA TECHNOLOGIES FOR PERFORMING ARTS & ARTS RESEARCH,3
MD6032 , IRISH WORLD ACADEMY INDEPENDENT STUDY 2,9
MD6041 , INTRODUCTION TO RITUAL STUDIES,3
MD6042 , CURRENT ISSUES IN ETHNOCHOREOLOGY,12
MD6051 , INDEPENDENT STUDY 1,3
MD6052 , INDEPENDENT STUDY 2,3
MD6061 , INTRODUCTION TO SOMATICS,3
MD6062 , CRITICAL CONTEXTS FOR ARTS MANAGEMENT AND CULTURAL POLICY,3
MD6071 , WRITING AND THE DOCUMENTATION OF ARTS PRACTICE 1,3
MD6072 , WRITING AND THE DOCUMENTATION OF ARTS PRACTICE 2,3
MD6081 , CRITICAL ENGAGEMENTS WITH IRISH TRADITIONAL MUSIC,3
MD6082 , CHOREOGRAPHY,3
MD6091 , PROFESSIONAL DEVELOPMENT FOR THE PERFORMING ARTS,3
MD6092 , INTRODUCTION TO SOMATICS 2,3
MD6101 , INTERDISCIPLINARY IMPROVISATION,3
MD6102 , COLLOQUIUM 2,3
MD6111 , COLLOQUIUM 1,3
MD6112 , INTRODUCTION TO CURATING PERFORMANCE,3
MD6121 , FESTIVAL DEVELOPMENT AND PRODUCTION,3
MD6122 , INTRODUCTION TO CULTURE AND PERFORMANCE,3
MD6131 , INTRODUCTION TO LOCAL AND GLOBAL FESTIVITY,6
MD6132 , ADVANCED RITUAL STUDIES,6
MD6141 , RESEARCH AND DISCOVERY FOR FESTIVAL STUDIES,6
MD6142 ," MATERIALS, METHODS & CONTEXT FOR WESTERN CHANT 2",6
MD6151 ," MATERIALS, METHODS & CONTEXT FOR WESTERN CHANT 1",6
MD6152 , FRAMING IRISH MUSIC: SOURCES AND DISCOURSES 2,9
MD6161 , IRISH TRADITIONAL MUSIC PERFORMANCE RESEARCH SEMINAR,3
MD6162 , INTERDISCIPLINARY PRACTICE,3
MD6171 , FRAMING IRISH MUSIC: SOURCES AND DISCOURSES 1,9
MD6172 , PERFORMANCE AND MEDIA TECHNOLOGIES FOR SONGWRITERS,3
MD6181 , SONGWRITING STYLE AND CONTEXT 1,3
MD6182 , PROMOTION AND DISSEMINATION FOR SONGWRITERS,3
MD6191 , SONGWRITING PROCESS 1,12
MD6192 , SONGWRITING PROCESS 2,12
MD6201 , INSTRUMENTAL SKILLS FOR SONGWRITERS,3
MD6202 , SONGWRITING STYLE AND CONTEXT 2,3
MD6211 , IRISH WORLD ACADEMY ENSEMBLES,3
MD6212 , INTER,12
MD6221 , APPLIED MUSIC THEORY FOR SONGWRITERS,3
MD6222 , PEER FORUM 2,3
MD6231 , WORKSHOP IN CREATIVE MUSIC PRACTICE,12
MD6232 , PERFORMANCE PRACTICE 2,6
MD6241 , PEER FORUM 1,3
MD6242 , IMPROVISATION,6
MD6251 , PERFORMANCE PRACTICE 1,6
MD6252 , MAKING MUSIC FOR STRINGS,6
MD6261 , CREATING FOR THE VOICE,6
MD6271 , COMPOSING TRADITIONS,6
MD6281 , MEDIA AND MUSIC TECHNOLOGIES FOR MUSIC THERAPY,3
MD6291 , RESEARCH THROUGH PERFORMANCE IN IRISH TRADITIONAL MUSIC 1,9
MD6292 , RESEARCH THROUGH PERFORMANCE IN IRISH TRADITIONAL MUSIC 2,9
MD8001 , ARTS PRACTICE RESEARCH 1,6
MD8002 , ARTS PRACTICE RESEARCH 2,6
MD8003 , ARTS PRACTICE ENCOUNTERS,6
MD8004 , IWA SPECIALIST ELECTIVE 4,12
MD8011 , CREATIVE PROCESS 1,6
MD8012 , CREATIVE PROCESS 2,6
MD8013 , IWA SPECIALIST ELECTIVE 3,12
MD8021 , IWA SPECIALIST ELECTIVE 1,12
MD8022 , IWA SPECIALIST ELECTIVE 2,12
MD8023 , ARTS PRACTICE PORTFOLIO,18
MD8031 , DOCUMENTATION OF PRACTICE IN IRISH MUSIC 1,9
MD8032 , DOCUMENTATION OF PRACTICE IN IRISH MUSIC 2,9
MD8041 , CREATIVE PROCESS AND IMMERSIVE PRACTICE 1,9
MD8042 , CREATIVE PROCESS AND IMMERSIVE PRACTICE 2,12
ME2001 , COMPOSITES MANUFACTURING: MATERIALS,6
ME2002 , COMPOSITES MANUFACTURING: TECHNIQUES,6
ME4000 , TECHNICAL COMMUNICATION FOR ENGINEERS,9
ME4001 , INTRODUCTION TO ENGINEERING 1,3
ME4002 , INTRODUCTION TO ENGINEERING 2,6
